,Name,Title,Body,Stars
1818,Anne Marilyn Burton,Served its purpose,Carrying out garbage and recyclables,5.0
1819,Blanqua,Great Value Protective Gloves,Friend needed these gloves during pandemic corona virus.She shared n is enjoying much needed protective gloves.Great value . Good guality,5.0
1820,Charles A. Huffman,Easily tears.,Tears easily. Not a good product.,3.0
1821,DAYRO A. VILLAMIL,Great gloves,Perfect to protect from germs,5.0
1822,Barbara R.,Would buy again,Handling all questionable items,5.0
1823,janee snider,You get what you pay for,You get what you pay for with this,3.0
1824,Jaxon,Keeps hands clean,Great for many jobs around the house!,5.0
1825,ab,Works great for virus protection,Medium fits perfect. Wear to store once with confidence then toss. Gloves will also hold up for wiping down surfaces and packages.,5.0
1826,anna ledee,Comfortable,I use the gloves for my daily indoor routine as well as for outdoor use.Very useful.,5.0
1827,GIANT PLAN,"Good glove, good price, quick delivery","Title sums it up... Good glove, good price, quick delivery",5.0
1828,witebunny,Gloves to small,"These gloves are too small; they about one-third compared with other ""Medium"" gloves from two other vendors I have bought from.",3.0
1829,Donna M,it's fits and clear as I ordered,it's just what I wanted.  I loved everything about the gloves.  A happy camper.,5.0
1830,Eva,Disposable gloves,The best disposable gloves.,5.0
1831,Jean Scheinblum,Great buy,They did the job,5.0
1832,Skyman,Better than others.,"Have used others and these are thicker than others.  Perfect fit, great price and quick delivery.",5.0
1833,Brian,Cheap and poor quality,"They run small and rip easily, not worth your money.",1.0
1834,Christine M Braget,Good gloves,I have small hands and the medium size was a perfect for me. Good quality gloves.,5.0
1835,Steven B,Just the right gloves for us at this moment.,Just what we needed at the moment.,5.0
1836,vonnie,Good Value,Gloves were thinner than I anticipated but they work great. Good value for price,5.0
1837,Div,Opened package position and also looks like used,Wont recommend it.Product arrived in opened position and also looks likesomebody used them previously as you can see in firstpic something is stuck in glove and couldn't open that glove.,2.0
1838,Dannielle White,Each pair ripped,"These gloves fit great and they are very comfortable. Unfortunately, each pair I’ve worn, at least one fingertip ripped each time. I guess the price was a little too good to be true.",2.0
1839,Kate Dee,Gift,These were a gift,5.0
1840,Cliente de Amazon,Calidad y precio muy buenos,"Los recomiendo, ya los he comprado varias veces",5.0
1841,NJP,Great gloves,I do like the durability,5.0
1842,JCL,Thin and Easily Torn Gloves,These gloves are very thin and tear easily. I'm not happy with the quality.,3.0
1843,Ashley Henry,good use,Only thing I don't like about these is that they are kinda thin,5.0
1844,Curt Chappell,They do the job,Much smaller than anticipated. Gloves are ok Light duty use. They do the job.,3.0
1845,CharC,Vinyl gloves,"Product performs as expected, came quickly and order was accurate",5.0
1846,Jazzy,Comfy,Good for wiping and cleaning but will tear.After short use.,3.0
1847,Van,Excellent choice,It's a perfect solution for at home use disposal gloves.,5.0
1848,Peaches,Meh,"I work with the public and we ran out of medium gloves. I bought these. The gloves are pretty fragile and you have to pull them on carefully. Also they stick to my hands like nobody's business and they leave a slightly weird coat on my hands when I take them off. Still, it's better than a sharp stick in the eye.",2.0
1849,Antyan,Will buy again,Will buy again,5.0
1850,Doree Voss,Disposable gloves,They are a fine product.,5.0
1851,Idaho 'Tators,Well-made and fit smaller hands,"On time, good quality for disposable gloves! Not perfect but good explanation",5.0
1852,Wandy Saldana,Quality,"I liked the price of the product, the quality and the comfort it has",5.0
1853,Kamia,Smell a little weird.,Funny smell and made my hands itch a little. Not sure if Ill use them.,3.0
1854,hillary tonken,Fast delivery,Medium size fits best on my small hand,5.0
1855,ultrajim1,Not so good.,Having a problem with the gloves ripping around the fingers while putting on. The first ones I put on were fine- no problem. Perhaps I need a large size.,2.0
1856,Amazon Customer,Easy to rip,Kept slitting though they were the right size,3.0
1857,BAC,Would order again,They were just exactly what I wanted for my cleaning.,5.0
1858,Adriana Quintero,Tear easily,They are not durable and tear easily. They get the job done but you have to grab a few for replacements,2.0
1859,elisabeth depergola,Great vinyl glove,Great for cleaning and cooking,5.0
1860,David Gauger,Rip easy,They rip fairly easy,3.0
1861,CAM,Cam,Great product. Just the right thickness and durability. Would recommend.,5.0
1862,Amazon Customer,Fair,"Came faster than expected, but there not as durable. Need to be careful when putting on, cuz it tears easily. Once on, it will do the job.",3.0
1863,Lorraine Hayes,Nice product,As described,5.0
1864,Jenkris,Great gloves,Great gloves,5.0
1865,All about gut health,Just ok,Product is just ok.,3.0
1866,mae benson,Good product,Just what I ordered,5.0
1867,Melissa Kelsey ,Non latex gloves🙌🏾,Good functional,5.0
1868,Kristen,Worth it,Good value,5.0
1869,isver,great,"Good product, but the gloves are very small, but they stretch and fit.",5.0
1870,Suzie Williams,Great hand protector,Very nice multi use gloves. Especially now!!,5.0
1871,NITA,GREAT PRODUCT,IT TAKES CARE OF THE JOB THAT IT WAS DESIGN FOR.,5.0
1872,Vane,Good,Work very well,5.0
1873,Kathryn,Garbage gloves that rip each use,"These gloves are garbage. They rip shortly after putting on, and then the backup pair rips as well. Impossible to get the job done with these on. Not to mention, VERY unsafe and unadvisable for those doing work with dangerous chemicals or in medical environments. Will never waste $ on again.",1.0
1874,Carolyn Correll,Necessary item!,It's good to have them for shopping and trips out of the apartment.,5.0
1875,C J MATIAS,Good product,Good product,5.0
1876,Real customer ,Good quality but over priced,"Perfect size for my hands, quality is okay, but a little over priced.",3.0
1877,Kimberly G,Great gloves will re-purchase,will re-purchase,5.0
1878,N. M. Towne,Garbage,The reasoning for your glove purchase doesn't really matter in the long run because THESE ARE NOT THE ONES. The first pair I pulled out and put on ripped immediately on both palms. These are made out of tissue paper or something similar. Don't waste your ten bucks. I am a nurse and am quite familiar with gloves and how to put them on. And I know that you should be able to wear them for more than 20 seconds before they rip. They were not too small or too large or put on backwards.....just don't bother.,1.0
1879,Al,poor,It is tearing while pulling on hand,3.0
1880,Patricia Torrey,Glove,Tear easily,3.0
1881,Lola Jewel,"They're Just Okay, Not Good.","Rips easily. Not high quality. If you're in need of wearing disposable gloves they will do for a short while, like cleaning. Don't expect durability.",3.0
1882,Amazon Customer,Comfortable but durability could be improved,I only liked it's comfort,3.0
1883,Joan,Thick and shaped weird,"Too thick, odd shape",3.0
1884,Wala,Wouldn't purchase again,Box came opened.,3.0
1885,P. V.,excellant product,Arrived in a timely manner. Been using when I go out to grocery shop and holds up well.,5.0
1886,cheryl a ciampini,Sturdy,Good fit for medical,5.0
1887,N.R.,Good quality,Good quality gloves,5.0
1888,M. J. Donelson,Runs small,"Great product, runs small though; i usually wear Small glove size/ordered Medium and it fits like a glove!",5.0
1889,norhan,great deal,i like it,5.0
1890,AJ3,Disposable Vinyl Gloves Medium Size,I was looking for gloves to protect my hands while handling or touch surfaces that could be sites of transmitting infectious diseases. The gloves were way too tight for the medium size that I have used by other vendors. The material in the product is cheaply made and tore while attempting to put on. Would never buy these again. I threw the whole box again.,1.0
1891,Cynthia Anaya,Rips to easy,Rip when putting on,3.0
1892,Denni,Buy one size larger,"Runs a bit small...bought medium, probably should have gone with the large.  Thickness pretty good.",3.0
1893,leticia,Loved them,Loved them,5.0
1894,Mary Strawn,Great Product,Really good product,5.0
1895,Julie,Bad quality,"Gosh...the quality is bad. Almost every single glove whenever I use, it doesn't keep from water. BAD",1.0
1896,Alexis Gilson,Just as expected,Just as expected,5.0
1897,Rodric G. Hammond,Work great,A big help during the pandemic,5.0
1898,Robin Pennington,They tear easily,They are not very sturdy for cleaning,3.0
1899,Blanche R Yarbrough,Protects your hands at all times .,I like that the gloves are not bulkyEasy to pull on and off.Very durable,5.0
